id_persona,CURP,nombre,apellido_paterno,apellido_materno,sexo,año_nacimiento,edad_censo_2020,estado,municipio,localidad,clave_geo,AGEB,MZA,lat,lon,nivel_educativo,estado_civil,num_dependientes,tipo_vivienda,acceso_agua,acceso_drenaje,acceso_electricidad,tiene_internet,tiene_computadora,hacinamiento_index,religion,habla_lengua_indigena
225,JMTF990806MNLWDGGL9,Elena,Martínez,Cruz,Mujer,1999,21,Nuevo León,Apodaca,Valle Norte,19006,1377,037,25.798201,-100.203282,Técnico superior,Soltero(a),1,Casa rentada,No,Sí,Sí,Sí,Sí,2.82,Sin religión,Sí
226,CBLC050416HNLWQKWB1,Mario,Cantú,Rivera,Hombre,2005,15,Nuevo León,García,Valle Norte,19018,2476,023,25.798308,-100.615455,Primaria completa,Casado(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,No,3.66,Otra,No
227,IZRW970805HNLKGTDL0,Miguel,Herrera,Pérez,Hombre,1997,23,Nuevo León,San Nicolás de los Garza,Zona Industrial,19039,4647,044,25.719082,-100.301787,Secundaria,Casado(a),4,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.41,Católica,No
228,TVHY010817MNLPBBSL8,Ana,Sánchez,Mendoza,Mujer,2001,19,Nuevo León,Guadalupe,Contry,19026,3763,040,25.699386,-100.236135,Licenciatura,Casado(a),2,Casa propia (crédito),Sí,Sí,Sí,No,Sí,3.71,Cristiana evangélica,No
229,OSCA990314HNLDSNDB5,Eduardo,Jiménez,Gómez,Hombre,1999,21,Nuevo León,San Nicolás de los Garza,Valle Norte,19039,5417,010,25.712217,-100.321327,Sin escolaridad,Divorciado(a),0,Casa rentada,Sí,Sí,Sí,No,No,2.68,Católica,Sí
230,UYQK070518MNLFMCVV9,Alejandra,Garza,López,Mujer,2007,13,Nuevo León,García,Valle Oriente,19018,8332,014,25.805146,-100.589057,Preparatoria,Soltero(a),3,Casa prestada,Sí,Sí,Sí,Sí,Sí,0.67,Otra,No
231,RFUX030714MNLYZYRP3,Ana,Longoria,Rodríguez,Mujer,2003,17,Nuevo León,Apodaca,Valle Oriente,19006,2575,025,25.81119,-100.192578,Primaria completa,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,3.34,Católica,No
232,TRCX030410MNLZWRJW6,Valentina,Morales,Garza,Mujer,2003,17,Nuevo León,Cadereyta Jiménez,Residencial San Agustín,19010,4771,034,25.591838,-100.014683,Secundaria,Unión libre,2,Casa prestada,Sí,Sí,Sí,Sí,No,0.92,Católica,No
233,ZLCJ040901MNLXYMDB1,Rosa,Vázquez,Medina,Mujer,2004,16,Nuevo León,San Nicolás de los Garza,La Finca,19039,5208,011,25.765118,-100.285015,Preparatoria,Soltero(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,3.42,Sin religión,No
234,LNXZ000402MNLNSLDT3,Mariana,Flores,Torres,Mujer,2000,20,Nuevo León,Monterrey,Col. Obrera,19019,3204,011,25.672472,-100.320325,Técnico superior,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.0,Cristiana evangélica,No
235,FAFW040903MNLXGGFY2,Karla,González,Torres,Mujer,2004,16,Nuevo León,Monterrey,Cumbres,19019,3462,049,25.679114,-100.301843,Primaria completa,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,2.56,Católica,No
236,QDZY980915HNLQSVSS1,Óscar,González,Jiménez,Hombre,1998,22,Nuevo León,General Zuazua,Colinas de San Jerónimo,19023,8161,006,25.881542,-100.069842,Secundaria,Soltero(a),2,Casa propia pagada,Sí,No,Sí,Sí,Sí,2.08,Católica,No
237,MHPC980412HNLPKRSW4,Andrés,González,Mendoza,Hombre,1998,22,Nuevo León,Monterrey,Valle Norte,19019,9636,012,25.708831,-100.329444,Técnico superior,Casado(a),1,Casa rentada,No,Sí,Sí,No,Sí,0.61,Católica,No
238,BGIQ001112MNLKWLRN8,Elena,Herrera,Gómez,Mujer,2000,20,Nuevo León,Monterrey,Valle Oriente,19019,7415,031,25.68917,-100.306325,Secundaria,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.0,Otra,No
239,ZPXL990705HNLGTQVT3,Javier,Muñoz,Rivera,Hombre,1999,21,Nuevo León,Apodaca,La Finca,19006,6817,006,25.784477,-100.18407,Licenciatura,Soltero(a),2,Casa prestada,Sí,Sí,Sí,Sí,No,2.64,Católica,No
240,XJCN021022MNLNCPSX2,Alejandra,Herrera,Torres,Mujer,2002,18,Nuevo León,Apodaca,La Finca,19006,3875,015,25.811163,-100.202837,Preparatoria,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,1.1,Católica,No
241,CXNW040315HNLXWRGN3,Rodrigo,García,Cantú,Hombre,2004,16,Nuevo León,General Escobedo,Valle Norte,19021,9175,037,25.812985,-100.340326,Técnico superior,Casado(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,No,0.76,Católica,No
242,DZSH050613HNLZJPGC0,Javier,Gómez,Gómez,Hombre,2005,15,Nuevo León,Guadalupe,San Bernabé,19026,7857,003,25.686904,-100.257859,Licenciatura,Unión libre,1,Casa prestada,Sí,Sí,Sí,Sí,No,0.99,Sin religión,No
243,DHBI020418MNLPRGLS2,Patricia,Medina,Torres,Mujer,2002,18,Nuevo León,Carmen,Contry,19011,9763,007,25.713665,-100.052776,Preparatoria,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,4.17,Católica,No
244,BLXC010923HNLJXMLP4,Fernando,Medina,Herrera,Hombre,2001,19,Nuevo León,Carmen,Col. Obrera,19011,1337,009,25.717757,-100.075511,Licenciatura,Unión libre,0,Casa propia pagada,Sí,Sí,Sí,No,No,2.02,Cristiana evangélica,No
245,YNSI071113HNLNNTJT3,Óscar,Garza,Sánchez,Hombre,2007,13,Nuevo León,Monterrey,Valle Oriente,19019,4691,035,25.723135,-100.289143,Secundaria,Casado(a),1,Casa prestada,No,Sí,Sí,Sí,No,2.36,Católica,No
246,QSPC040115MNLSLHFK6,Sofía,Ramos,Torres,Mujer,2004,16,Nuevo León,Monterrey,Colinas de San Jerónimo,19019,1707,023,25.676179,-100.315847,Secundaria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,4.01,Católica,No
247,NXPU050405MNLYHGNR2,Elena,Medina,Flores,Mujer,2005,15,Nuevo León,San Nicolás de los Garza,Colonia Centro,19039,4439,038,25.737799,-100.319361,Primaria incompleta,Casado(a),2,Casa rentada,Sí,Sí,No,Sí,Sí,2.44,Católica,No
248,TYIJ010920HNLMFBPP3,Javier,Cantú,Cavazos,Hombre,2001,19,Nuevo León,Pesquería,Las Puentes,19034,2797,049,25.757486,-99.973724,Licenciatura,Casado(a),2,Cuarto en vecindad,Sí,No,Sí,No,No,1.16,Católica,No
249,NJLZ040719MNLQQMTW7,Adriana,Salinas,Torres,Mujer,2004,16,Nuevo León,Monterrey,Valle Oriente,19019,5390,029,25.687142,-100.313348,Licenciatura,Unión libre,5,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,3.95,Católica,No
250,HOAE071024HNLVPNHY4,Sergio,Castro,Reyes,Hombre,2007,13,Nuevo León,San Pedro Garza García,Mitras Centro,19041,9221,047,25.66626,-100.387692,Primaria completa,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,3.32,Sin religión,No
251,ZZLV071018MNLQDKJQ5,Brenda,Ruiz,Sánchez,Mujer,2007,13,Nuevo León,García,Col. Independencia,19018,8480,004,25.827066,-100.600288,Preparatoria,Casado(a),5,Casa propia pagada,No,Sí,Sí,Sí,Sí,1.65,Cristiana evangélica,No
252,EOFM071210HNLTGDND2,Antonio,Lara,Rivera,Hombre,2007,13,Nuevo León,Santa Catarina,Colinas de San Jerónimo,19046,6120,001,25.668545,-100.471898,Primaria incompleta,Unión libre,0,Casa propia pagada,Sí,Sí,Sí,No,No,4.02,Católica,No
253,TRPB970207HNLWFTPQ5,Eduardo,Mendoza,López,Hombre,1997,23,Nuevo León,Salinas Victoria,Contry,19044,7852,041,26.032423,-100.303559,Licenciatura,Unión libre,4,Casa propia pagada,Sí,Sí,Sí,No,No,2.56,Católica,No
254,XTXQ000914MNLRZTBJ2,Rosa,Álvarez,Garza,Mujer,2000,20,Nuevo León,García,El Mirador,19018,8992,025,25.832733,-100.604932,Técnico superior,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,0.58,Católica,No
255,BZRV980228MNLDVRGQ6,Mariana,Rodríguez,Torres,Mujer,1998,22,Nuevo León,Apodaca,Las Puentes,19006,2334,032,25.756924,-100.185304,Preparatoria,Casado(a),3,Casa prestada,Sí,Sí,Sí,Sí,No,3.22,Católica,No
256,HEZU070117MNLGQMLL0,Isabella,Treviño,Rodríguez,Mujer,2007,13,Nuevo León,Guadalupe,Valle Oriente,19026,7646,028,25.699191,-100.258317,Secundaria,Soltero(a),5,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,4.2,Católica,No
257,PVLS040821MNLHMHST9,Camila,Díaz,García,Mujer,2004,16,Nuevo León,Monterrey,Valle Oriente,19019,5009,002,25.671975,-100.304119,Secundaria,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,0.99,Católica,No
258,NNMW010205MNLQLNRW8,Valentina,Rivera,Ruiz,Mujer,2001,19,Nuevo León,General Zuazua,Residencial San Agustín,19023,4831,039,25.872278,-100.102217,Sin escolaridad,Soltero(a),0,Casa rentada,Sí,Sí,Sí,No,Sí,1.28,Católica,No
259,IHBG011027MNLGBLDW8,Camila,Ramos,Ramos,Mujer,2001,19,Nuevo León,Monterrey,Col. Obrera,19019,6750,013,25.677237,-100.308204,Secundaria,Soltero(a),3,Casa propia pagada,Sí,Sí,Sí,Sí,No,2.75,Cristiana evangélica,No
260,SEAD071127MNLGCRQF1,Mariana,Morales,Cavazos,Mujer,2007,13,Nuevo León,Monterrey,El Mirador,19019,3094,023,25.717775,-100.337005,Licenciatura,Soltero(a),1,Casa rentada,Sí,Sí,Sí,Sí,No,1.41,Católica,No
261,AAKJ071016HNLSLWTX8,Roberto,Garza,Treviño,Hombre,2007,13,Nuevo León,Guadalupe,Contry,19026,9269,037,25.658252,-100.270363,Primaria incompleta,Soltero(a),1,Casa prestada,Sí,Sí,Sí,Sí,No,4.13,Cristiana evangélica,No
262,SMYZ030709MNLDPVCH0,Valeria,Castro,Medina,Mujer,2003,17,Nuevo León,Guadalupe,Mitras Centro,19026,1405,044,25.641722,-100.255843,Secundaria,Soltero(a),5,Casa propia pagada,Sí,Sí,Sí,No,Sí,1.91,Católica,No
263,IOYX070414MNLHHVFG5,Brenda,Vázquez,Gómez,Mujer,2007,13,Nuevo León,Apodaca,Zona Industrial,19006,4655,030,25.780697,-100.167897,Preparatoria,Soltero(a),0,Casa propia pagada,Sí,Sí,No,Sí,Sí,3.75,Católica,No
264,IKSS990507HNLGMYBK8,Ernesto,Rodríguez,Rivera,Hombre,1999,21,Nuevo León,Santa Catarina,Col. Obrera,19046,1649,026,25.678435,-100.444857,Licenciatura,Casado(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.26,Católica,No
265,HLVE030121HNLPPMWR7,Eduardo,Gómez,Ruiz,Hombre,2003,17,Nuevo León,General Escobedo,Contry,19021,4383,028,25.78212,-100.318949,Primaria incompleta,Casado(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,No,1.4,Católica,No
266,QUVQ030728MNLQSYQZ6,Natalia,Gómez,Garza,Mujer,2003,17,Nuevo León,Carmen,La Finca,19011,2823,003,25.728424,-100.05543,Licenciatura,Soltero(a),1,Casa rentada,Sí,Sí,Sí,No,Sí,1.95,Católica,No
267,EJAE980412MNLRWTBV1,Patricia,Martínez,Torres,Mujer,1998,22,Nuevo León,Juárez,Colinas de San Jerónimo,19031,1827,022,25.649464,-100.096022,Preparatoria,Soltero(a),0,Casa prestada,Sí,No,Sí,Sí,No,1.23,Católica,No
268,HVSA990901MNLTRBCB5,Laura,Castro,Ramírez,Mujer,1999,21,Nuevo León,Pesquería,El Mirador,19034,1116,015,25.785689,-100.001597,Técnico superior,Soltero(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,3.79,Sin religión,No
269,CNSU001214HNLNQGRT8,Marco,Ramos,Rodríguez,Hombre,2000,20,Nuevo León,Monterrey,San Bernabé,19019,6425,047,25.681273,-100.315887,Primaria completa,Soltero(a),3,Casa prestada,Sí,No,Sí,Sí,Sí,0.72,Católica,No
270,TCOR030808HNLMZHVT0,Juan,Herrera,Treviño,Hombre,2003,17,Nuevo León,Salinas Victoria,Valle Norte,19044,6150,014,25.98773,-100.30491,Preparatoria,Casado(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,0.98,Católica,No
271,VDIO971004MNLDHTNZ0,Valeria,Castro,Treviño,Mujer,1997,23,Nuevo León,Monterrey,Colinas de San Jerónimo,19019,5572,036,25.696688,-100.337622,Secundaria,Casado(a),1,Casa propia pagada,Sí,Sí,Sí,Sí,No,2.58,Católica,No
272,LMMV060219HNLBRLMG0,Marco,Ramírez,Guerrero,Hombre,2006,14,Nuevo León,Santa Catarina,Contry,19046,2913,007,25.674911,-100.439813,Secundaria,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,No,No,2.86,Católica,No
273,VZKI030228MNLYPVWB1,Valentina,Villarreal,Rodríguez,Mujer,2003,17,Nuevo León,Cadereyta Jiménez,Cumbres,19010,6633,016,25.580856,-99.967572,Secundaria,Soltero(a),1,Casa rentada,No,Sí,Sí,No,No,3.72,Cristiana evangélica,No
274,ROBS000217HNLLXVKM7,Manuel,de León,Castro,Hombre,2000,20,Nuevo León,Apodaca,Valle Oriente,19006,5582,008,25.786258,-100.185382,Primaria completa,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,1.65,Católica,No
275,EFWZ030908HNLBMQKR5,José,Sánchez,Treviño,Hombre,2003,17,Nuevo León,San Nicolás de los Garza,Colinas de San Jerónimo,19039,9693,048,25.727412,-100.306719,Preparatoria,Casado(a),3,Casa propia pagada,Sí,Sí,Sí,No,Sí,3.25,Cristiana evangélica,No
276,HXVL040206MNLHQFDZ3,Paola,Guerrero,Lara,Mujer,2004,16,Nuevo León,Monterrey,Valle Norte,19019,5169,032,25.679386,-100.344394,Preparatoria,Unión libre,3,Casa propia pagada,Sí,Sí,Sí,Sí,No,2.21,Católica,No
277,WERN970121MNLJZRLN9,Verónica,Salinas,Garza,Mujer,1997,23,Nuevo León,Juárez,La Finca,19031,9508,012,25.635035,-100.075313,Licenciatura,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.66,Otra,No
278,LNGG021007HNLDDDTL1,Rafael,Guerrero,Castro,Hombre,2002,18,Nuevo León,Monterrey,Col. Independencia,19019,2565,027,25.698938,-100.309949,Preparatoria,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,1.97,Católica,No
279,DQXZ060817MNLVBTJJ8,Laura,Treviño,Cantú,Mujer,2006,14,Nuevo León,Apodaca,Contry,19006,4212,013,25.781227,-100.192737,Licenciatura,Casado(a),1,Casa prestada,Sí,Sí,Sí,No,Sí,3.34,Católica,No
280,GOCC050417HNLFYJVM7,Roberto,Cavazos,Vázquez,Hombre,2005,15,Nuevo León,Santa Catarina,Colinas de San Jerónimo,19046,9844,038,25.684603,-100.516657,Secundaria,Casado(a),3,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.97,Católica,No
281,MTKL981120MNLTKDVN9,Ximena,López,Gómez,Mujer,1998,22,Nuevo León,Juárez,Cumbres,19031,5633,017,25.644169,-100.102403,Licenciatura,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.04,Católica,No
282,RAIT060705MNLHPYHW1,Camila,Díaz,Díaz,Mujer,2006,14,Nuevo León,Apodaca,Valle Norte,19006,8780,036,25.763517,-100.199696,Preparatoria,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.05,Católica,No
283,NBFJ040711MNLJXRJY6,Patricia,López,Cruz,Mujer,2004,16,Nuevo León,Monterrey,Las Puentes,19019,2529,006,25.677611,-100.337853,Secundaria,Soltero(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,No,0.88,Católica,No
284,AHJV971224MNLNDJMT5,Daniela,Cavazos,Torres,Mujer,1997,23,Nuevo León,Monterrey,Cumbres,19019,6595,047,25.68834,-100.329215,Preparatoria,Soltero(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,4.04,Católica,No
285,KSAV030604HNLXNCYQ9,Mario,Guerrero,Ramírez,Hombre,2003,17,Nuevo León,General Escobedo,Las Puentes,19021,4275,003,25.773208,-100.300736,Secundaria,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,3.96,Cristiana evangélica,No
286,ADYW000112MNLSRHCW1,Laura,Cruz,Pérez,Mujer,2000,20,Nuevo León,Santa Catarina,Valle Norte,19046,9074,046,25.664243,-100.487572,Preparatoria,Soltero(a),3,Casa propia pagada,Sí,Sí,Sí,No,Sí,1.25,Católica,No
287,EYAO991211HNLQSZBB3,Rubén,Herrera,Pérez,Hombre,1999,21,Nuevo León,Juárez,Colinas de San Jerónimo,19031,2485,028,25.658888,-100.065534,Técnico superior,Unión libre,1,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,0.95,Católica,No
288,GQGS070120HNLMMWTH8,José,Rivera,de León,Hombre,2007,13,Nuevo León,Salinas Victoria,Colinas de San Jerónimo,19044,4843,047,26.006097,-100.331719,Técnico superior,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.02,Católica,No
289,DJQO020326MNLDKWYQ8,Cristina,Herrera,Herrera,Mujer,2002,18,Nuevo León,Apodaca,Paseo de San Patricio,19006,4104,024,25.781242,-100.18571,Preparatoria,Unión libre,4,Casa rentada,Sí,Sí,Sí,Sí,No,3.93,Católica,No
290,ZYZJ980219HNLHJSJJ1,Miguel,Treviño,Muñoz,Hombre,1998,22,Nuevo León,Apodaca,Colinas de San Jerónimo,19006,5844,001,25.784652,-100.193318,Técnico superior,Soltero(a),3,Casa rentada,Sí,Sí,Sí,Sí,No,3.71,Católica,No
291,TELY990612HNLCGBCR0,Luis,Muñoz,Díaz,Hombre,1999,21,Nuevo León,Pesquería,Paseo de San Patricio,19034,6247,022,25.776318,-100.033073,Licenciatura,Unión libre,0,Cuarto en vecindad,Sí,Sí,Sí,No,No,4.07,Sin religión,No
292,MQYK051102MNLZKDNK0,Sofía,González,Longoria,Mujer,2005,15,Nuevo León,Apodaca,Cumbres,19006,5670,021,25.785039,-100.207864,Técnico superior,Unión libre,0,Cuarto en vecindad,Sí,No,Sí,No,No,3.28,Católica,No
293,VWLF970721HNLKXLPK2,Sergio,Morales,Díaz,Hombre,1997,23,Nuevo León,García,Las Puentes,19018,1843,033,25.820263,-100.616912,Preparatoria,Soltero(a),1,Casa prestada,Sí,Sí,Sí,Sí,Sí,2.69,Católica,No
294,MRPZ040314HNLDPRMT8,Eduardo,Garza,López,Hombre,2004,16,Nuevo León,San Pedro Garza García,Contry,19041,8622,014,25.637967,-100.385022,Preparatoria,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,No,No,0.93,Católica,No
295,AWZN050326MNLSFRWC1,María,Díaz,Castro,Mujer,2005,15,Nuevo León,Linares,Residencial San Agustín,19032,7839,013,24.835556,-99.580924,Licenciatura,Casado(a),3,Casa propia (crédito),Sí,No,Sí,No,No,1.71,Católica,No
296,AFNA000527MNLVGMTC9,Sofía,Torres,Guerrero,Mujer,2000,20,Nuevo León,General Zuazua,Cumbres,19023,4290,001,25.895503,-100.115728,Secundaria,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,No,No,2.08,Católica,No
297,GQRE050225HNLMDGMH9,Carlos,García,Garza,Hombre,2005,15,Nuevo León,General Escobedo,Paseo de San Patricio,19021,2119,024,25.777282,-100.330603,Secundaria,Casado(a),1,Casa propia pagada,Sí,No,Sí,Sí,No,1.84,Católica,No
298,DABV970108MNLBVVPX3,Elena,Guerrero,Ruiz,Mujer,1997,23,Nuevo León,Apodaca,Las Puentes,19006,6090,019,25.78862,-100.199611,Técnico superior,Soltero(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,No,0.77,Católica,No
299,DHTR060220MNLTBSVY3,Valentina,Martínez,Lara,Mujer,2006,14,Nuevo León,Apodaca,Col. Independencia,19006,2337,003,25.78514,-100.17386,Preparatoria,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,4.05,Católica,No
300,YWSG010218HNLSBWSF9,Miguel,Medina,Morales,Hombre,2001,19,Nuevo León,Monterrey,Col. Obrera,19019,4541,019,25.679831,-100.310664,Primaria completa,Unión libre,3,Casa rentada,Sí,No,Sí,Sí,No,1.8,Católica,No
301,WSNH041111MNLNVKBV2,Rosa,Díaz,Ramírez,Mujer,2004,16,Nuevo León,Guadalupe,Las Puentes,19026,1826,022,25.668761,-100.268202,Primaria incompleta,Soltero(a),5,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.65,Cristiana evangélica,No
302,FKSQ020119MNLQRGVN3,Daniela,Guerrero,Muñoz,Mujer,2002,18,Nuevo León,Guadalupe,El Mirador,19026,4742,010,25.682838,-100.255634,Preparatoria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.01,Católica,No
303,KETD061020HNLFVFKM2,Alejandro,Muñoz,Gómez,Hombre,2006,14,Nuevo León,Apodaca,Contry,19006,4718,021,25.784592,-100.219556,Licenciatura,Casado(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.49,Católica,No
304,JYRR050315MNLYRKPY4,Natalia,Sánchez,Ortiz,Mujer,2005,15,Nuevo León,García,Col. Obrera,19018,1451,005,25.823321,-100.599316,Licenciatura,Casado(a),1,Casa prestada,Sí,Sí,Sí,No,Sí,3.98,Sin religión,No
305,UEWW011216HNLGSZPK1,Diego,Castro,Medina,Hombre,2001,19,Nuevo León,García,Zona Industrial,19018,9260,043,25.820197,-100.618319,Licenciatura,Casado(a),3,Casa prestada,Sí,Sí,Sí,Sí,Sí,2.75,Cristiana evangélica,No
306,WSTU021122MNLNJCVR2,Camila,Cavazos,Torres,Mujer,2002,18,Nuevo León,Juárez,Col. Independencia,19031,3418,032,25.662479,-100.106626,Primaria completa,Casado(a),0,Casa prestada,Sí,Sí,Sí,Sí,Sí,2.83,Otra,No
307,YOFC061017MNLXXFMT9,Daniela,García,Pérez,Mujer,2006,14,Nuevo León,Monterrey,El Mirador,19019,6189,047,25.692731,-100.308999,Preparatoria,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,2.1,Sin religión,Sí
308,XXSW051221HNLGDZYF1,Luis,Cavazos,García,Hombre,2005,15,Nuevo León,Montemorelos,Colinas de San Jerónimo,19033,5302,038,25.197328,-99.852127,Preparatoria,Soltero(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,No,1.73,Otra,No
309,BWUV070520MNLWDMLM8,Valeria,Muñoz,de León,Mujer,2007,13,Nuevo León,Monterrey,Valle Norte,19019,5674,014,25.698734,-100.324676,Licenciatura,Soltero(a),4,Casa prestada,Sí,Sí,Sí,No,Sí,1.18,Católica,No
310,AAOP051026MNLFZWXP2,Fernanda,Ramos,Mendoza,Mujer,2005,15,Nuevo León,Montemorelos,La Finca,19033,1418,021,25.192793,-99.836469,Preparatoria,Soltero(a),1,Casa rentada,Sí,No,Sí,Sí,Sí,1.08,Católica,No
311,BBQR040726MNLWYFFG9,Cristina,Herrera,Gómez,Mujer,2004,16,Nuevo León,Guadalupe,Col. Independencia,19026,6278,007,25.66992,-100.269817,Preparatoria,Soltero(a),2,Casa prestada,Sí,Sí,Sí,No,Sí,4.12,Católica,No
312,PZSI071118HNLXLYHS0,Rodrigo,Cavazos,Reyes,Hombre,2007,13,Nuevo León,General Zuazua,San Bernabé,19023,2257,019,25.890169,-100.095137,Secundaria,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.12,Católica,No
313,HSJC970522MNLNWTVC5,Paola,González,Garza,Mujer,1997,23,Nuevo León,Santa Catarina,San Bernabé,19046,5108,012,25.67361,-100.430256,Licenciatura,Casado(a),4,Casa rentada,Sí,Sí,Sí,Sí,No,0.7,Católica,No
314,HIDM000527MNLTNBVB1,Alejandra,Cruz,Vázquez,Mujer,2000,20,Nuevo León,Juárez,Colonia Centro,19031,3903,011,25.619913,-100.089764,Secundaria,Soltero(a),3,Casa rentada,Sí,Sí,Sí,No,No,3.21,Católica,No
315,HYLZ010826HNLSDFCW8,Carlos,Cavazos,Rodríguez,Hombre,2001,19,Nuevo León,San Nicolás de los Garza,Col. Independencia,19039,5933,001,25.73828,-100.339435,Secundaria,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,2.02,Católica,No
316,TDFF060627HNLQJPJG1,Andrés,Morales,Salinas,Hombre,2006,14,Nuevo León,Guadalupe,La Finca,19026,7467,001,25.6753,-100.252557,Secundaria,Soltero(a),1,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,1.3,Católica,No
317,XPZC050217MNLYKBXL5,Paola,López,Jiménez,Mujer,2005,15,Nuevo León,Ciénega de Flores,Colonia Centro,19013,4998,040,26.010844,-100.157449,Preparatoria,Soltero(a),0,Casa prestada,Sí,Sí,Sí,Sí,No,1.0,Católica,No
318,DBWC000120MNLSMPLM5,Paola,Guerrero,Ruiz,Mujer,2000,20,Nuevo León,Monterrey,Mitras Centro,19019,9139,038,25.709863,-100.330371,Licenciatura,Soltero(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.51,Sin religión,No
319,YLKL051219MNLBWKJP7,María,Álvarez,Cavazos,Mujer,2005,15,Nuevo León,Monterrey,Valle Norte,19019,8214,019,25.6742,-100.32715,Secundaria,Soltero(a),2,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,1.19,Cristiana evangélica,Sí
320,IUCO070912MNLQYHSN8,Daniela,Torres,Castro,Mujer,2007,13,Nuevo León,Apodaca,Valle Norte,19006,7668,029,25.792729,-100.161932,Técnico superior,Unión libre,1,Casa rentada,Sí,Sí,Sí,Sí,Sí,3.98,Católica,No
321,UGJM870703MNLTDVMQ8,María,de León,Cruz,Mujer,1987,33,Nuevo León,Salinas Victoria,Paseo de San Patricio,19044,6678,009,26.000177,-100.268747,Preparatoria,Divorciado(a),1,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.77,Católica,No
322,VMKP850926HNLBZTDC1,Ricardo,Cavazos,Reyes,Hombre,1985,35,Nuevo León,General Escobedo,Valle Norte,19021,5065,004,25.75342,-100.302552,Preparatoria,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,0.94,Católica,No
323,OFUL860715MNLQMLMT4,Ximena,Muñoz,Morales,Mujer,1986,34,Nuevo León,Pesquería,Colinas de San Jerónimo,19034,2017,003,25.732065,-100.009995,Preparatoria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.56,Católica,No
324,LZOA870120MNLQRMQW6,Sofía,Torres,García,Mujer,1987,33,Nuevo León,San Pedro Garza García,Col. Independencia,19041,6351,011,25.661621,-100.409219,Primaria incompleta,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.04,Católica,No
325,QAFK870621MNLTCDBM3,Alejandra,Castro,Sánchez,Mujer,1987,33,Nuevo León,Monterrey,Cumbres,19019,3808,018,25.690367,-100.305616,Preparatoria,Soltero(a),1,Casa propia (crédito),No,No,Sí,Sí,No,2.95,Católica,No
